time,body_index,body_name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0.78500000,3,body4,-1.18512792,-2.05270177,-0.38475363,0.14819930,0.25668873,-0.48228233
0.79000000,0,body1,0.03077710,0.05330751,-0.08756567,0.07237246,0.12535278,-0.27007522
0.79000000,1,body2,2.28775543,0.02900520,-0.77202608,-0.44057489,0.04080186,-0.94134633
0.79000000,2,body3,-1.11875847,1.99575692,-0.77202608,0.25562289,-0.36114812,-0.94134633
0.79000000,3,body4,-1.18438551,-2.05141588,-0.38716500,0.14876577,0.25766987,-0.48226973
0.79500000,0,body1,0.03113983,0.05393577,-0.08892129,0.07271846,0.12595208,-0.27216984
0.79500000,1,body2,2.28554952,0.02920884,-0.77673151,-0.44178792,0.04065366,-0.94082816
0.79500000,2,body3,-1.11747916,1.99394836,-0.77673152,0.25610106,-0.36227273,-0.94082816
0.79500000,3,body4,-1.18364027,-2.05012509,-0.38957633,0.14932762,0.25864304,-0.48225877
0.80000000,0,body1,0.03150429,0.05456703,-0.09028737,0.07306320,0.12654918,-0.27426115
0.80000000,1,body2,2.28333757,0.02941174,-0.78143436,-0.44298936,0.04050478,-0.94031000
0.80000000,2,body3,-1.11619747,1.99213421,-0.78143436,0.25657285,-0.36338766,-0.94031000
0.80000000,3,body4,-1.18289224,-2.04882946,-0.39198760,0.14988491,0.25960829,-0.48224943
0.80500000,0,body1,0.03187046,0.05520126,-0.09166389,0.07340668,0.12714411,-0.27634911
0.80500000,1,body2,2.28111964,0.02961389,-0.78613461,-0.44417935,0.04035525,-0.93979186
0.80500000,2,body3,-1.11491344,1.99031450,-0.78613462,0.25703835,-0.36449298,-0.93979187
0.80500000,3,body4,-1.18214143,-2.04752902,-0.39439882,0.15043766,0.26056567,-0.48224171
0.81000000,0,body1,0.03223835,0.05583846,-0.09305085,0.07374891,0.12773687,-0.27843372
0.81000000,1,body2,2.27889579,0.02981529,-0.79083228,-0.44535799,0.04020510,-0.93927377
0.81000000,2,body3,-1.11362710,1.98848929,-0.79083228,0.25749764,-0.36558879,-0.93927377
0.81000000,3,body4,-1.18138787,-2.04622381,-0.39681002,0.15098590,0.26151525,-0.48223560
0.81500000,0,body1,0.03260795,0.05647863,-0.09444823,0.07408990,0.12832747,-0.28051494
0.81500000,1,body2,2.27666608,0.03001594,-0.79552735,-0.44652542,0.04005435,-0.93875572
0.81500000,2,body3,-1.11233847,1.98665863,-0.79552735,0.25795080,-0.36667518,-0.93875573
0.81500000,3,body4,-1.18063158,-2.04491388,-0.39922118,0.15152967,0.26245709,-0.48223108
0.82000000,0,body1,0.03297925,0.05712173,-0.09585600,0.07442965,0.12891593,-0.28259275
0.82000000,1,body2,2.27443056,0.03021583,-0.80021984,-0.44768174,0.03990304,-0.93823773
0.82000000,2,body3,-1.11104760,1.98482256,-0.80021984,0.25839792,-0.36775224,-0.93823774
0.82000000,3,body4,-1.17987258,-2.04359926,-0.40163233,0.15206900,0.26339124,-0.48222816
0.82500000,0,body1,0.03335224,0.05776778,-0.09727415,0.07476816,0.12950226,-0.28466713
0.82500000,1,body2,2.27218928,0.03041497,-0.80490973,-0.44882708,0.03975119,-0.93771981
0.82500000,2,body3,-1.10975451,1.98298112,-0.80490973,0.25883908,-0.36882006,-0.93771982
0.82500000,3,body4,-1.17911090,-2.04227998,-0.40404347,0.15260392,0.26431775,-0.48222681
0.83000000,0,body1,0.03372693,0.05841675,-0.09870266,0.07510545,0.13008646,-0.28673805
0.83000000,1,body2,2.26994231,0.03061334,-0.80959703,-0.44996156,0.03959881,-0.93720197
0.83000000,2,body3,-1.10845922,1.98113437,-0.80959704,0.25927436,-0.36987873,-0.93720198
0.83000000,3,body4,-1.17834655,-2.04095609,-0.40645460,0.15313447,0.26523669,-0.48222702
0.83500000,0,body1,0.03410330,0.05906864,-0.10014152,0.07544152,0.13066856,-0.28880551
0.83500000,1,body2,2.26768968,0.03081095,-0.81428175,-0.45108528,0.03944595,-0.93668422
0.83500000,2,body3,-1.10716177,1.97928235,-0.81428175,0.25970384,-0.37092834,-0.93668422
0.83500000,3,body4,-1.17757956,-2.03962763,-0.40886574,0.15366068,0.26614811,-0.48222880
0.84000000,0,body1,0.03448134,0.05972344,-0.10159071,0.07577639,0.13124855,-0.29086948
0.84000000,1,body2,2.26543147,0.03100780,-0.81896388,-0.45219837,0.03929261,-0.93616657
0.84000000,2,body3,-1.10586219,1.97742510,-0.81896388,0.26012759,-0.37196897,-0.93616657
0.84000000,3,body4,-1.17680995,-2.03829462,-0.41127689,0.15418259,0.26705208,-0.48223213
0.84500000,0,body1,0.03486106,0.06038112,-0.10305021,0.07611004,0.13182646,-0.29292994
0.84500000,1,body2,2.26316772,0.03120388,-0.82364342,-0.45330093,0.03913883,-0.93564902
0.84500000,2,body3,-1.10456051,1.97556268,-0.82364342,0.26054569,-0.37300070,-0.93564902
0.84500000,3,body4,-1.17603774,-2.03695712,-0.41368806,0.15470022,0.26794864,-0.48223699
0.85000000,0,body1,0.03524244,0.06104170,-0.10452000,0.07644249,0.13240229,-0.29498689
0.85000000,1,body2,2.26089848,0.03139919,-0.82832037,-0.45439307,0.03898463,-0.93513158
0.85000000,2,body3,-1.10325674,1.97369511,-0.82832037,0.26095821,-0.37402363,-0.93513159
0.85000000,3,body4,-1.17526295,-2.03561515,-0.41609926,0.15521361,0.26883786,-0.48224339
0.85500000,0,body1,0.03562548,0.06170514,-0.10600007,0.07677376,0.13297605,-0.29704030
0.85500000,1,body2,2.25862380,0.03159373,-0.83299473,-0.45547491,0.03883002,-0.93461427
0.85500000,2,body3,-1.10195093,1.97182245,-0.83299473,0.26136524,-0.37503783,-0.93461427
0.85500000,3,body4,-1.17448561,-2.03426875,-0.41851050,0.15572279,0.26971979,-0.48225130
0.86000000,0,body1,0.03601018,0.06237145,-0.10749040,0.07710383,0.13354775,-0.29909017
0.86000000,1,body2,2.25634375,0.03178749,-0.83766651,-0.45654654,0.03867503,-0.93409709
0.86000000,2,body3,-1.10064310,1.96994475,-0.83766651,0.26176683,-0.37604339,-0.93409709
0.86000000,3,body4,-1.17370573,-2.03291796,-0.42092178,0.15622780,0.27059449,-0.48226073
0.86500000,0,body1,0.03639652,0.06304062,-0.10899097,0.07743272,0.13411741,-0.30113648
0.86500000,1,body2,2.25405836,0.03198048,-0.84233570,-0.45760809,0.03851967,-0.93358005
0.86500000,2,body3,-1.09933327,1.96806203,-0.84233570,0.26216306,-0.37704040,-0.93358005
0.86500000,3,body4,-1.17292334,-2.03156282,-0.42333311,0.15672867,0.27146202,-0.48227166
0.87000000,0,body1,0.03678450,0.06371262,-0.11050176,0.07776044,0.13468503,-0.30317922
0.87000000,1,body2,2.25176768,0.03217268,-0.84700231,-0.45865965,0.03836397,-0.93306315
0.87000000,2,body3,-1.09802148,1.96617436,-0.84700231,0.26255400,-0.37802892,-0.93306315
0.87000000,3,body4,-1.17213845,-2.03020335,-0.42574450,0.15722543,0.27232244,-0.48228409
0.87500000,0,body1,0.03717412,0.06438746,-0.11202276,0.07808698,0.13525063,-0.30521838
0.87500000,1,body2,2.24947178,0.03236411,-0.85166633,-0.45970132,0.03820795,-0.93254640
0.87500000,2,body3,-1.09670774,1.96428176,-0.85166634,0.26293971,-0.37900905,-0.93254641
0.87500000,3,body4,-1.17135109,-2.02883961,-0.42815595,0.15771811,0.27317579,-0.48229800
0.88000000,0,body1,0.03756537,0.06506513,-0.11355394,0.07841237,0.13581421,-0.30725396
0.88000000,1,body2,2.24717068,0.03255476,-0.85632778,-0.46073322,0.03805161,-0.93202982
0.88000000,2,body3,-1.09539209,1.96238428,-0.85632778,0.26332027,-0.37998086,-0.93202982
0.88000000,3,body4,-1.17056128,-2.02747161,-0.43056748,0.15820676,0.27402215,-0.48231338
0.88500000,0,body1,0.03795824,0.06574560,-0.11509529,0.07873659,0.13637578,-0.30928594
0.88500000,1,body2,2.24486446,0.03274463,-0.86098663,-0.46175543,0.03789499,-0.93151340
0.88500000,2,body3,-1.09407455,1.96048196,-0.86098663,0.26369574,-0.38094444,-0.93151340
0.88500000,3,body4,-1.16976903,-2.02609940,-0.43297909,0.15869139,0.27486156,-0.48233023
0.89000000,0,body1,0.03835273,0.06642888,-0.11664679,0.07905967,0.13693536,-0.31131432
0.89000000,1,body2,2.24255315,0.03293371,-0.86564291,-0.46276806,0.03773810,-0.93099715
0.89000000,2,body3,-1.09275514,1.95857485,-0.86564291,0.26406618,-0.38189985,-0.93099715
0.89000000,3,body4,-1.16897437,-2.02472300,-0.43539078,0.15917205,0.27569408,-0.48234854
0.89500000,0,body1,0.03874884,0.06711495,-0.11820843,0.07938159,0.13749295,-0.31333910
0.89500000,1,body2,2.24023679,0.03312201,-0.87029661,-0.46377122,0.03758094,-0.93048108
0.89500000,2,body3,-1.09143389,1.95666298,-0.87029661,0.26443166,-0.38284719,-0.93048108
0.89500000,3,body4,-1.16817732,-2.02334247,-0.43780258,0.15964876,0.27651977,-0.48236829
0.90000000,0,body1,0.03914655,0.06780381,-0.11978018,0.07970238,0.13804857,-0.31536026
0.90000000,1,body2,2.23791545,0.03330952,-0.87494772,-0.46476499,0.03742355,-0.92996519
0.90000000,2,body3,-1.09011083,1.95474639,-0.87494772,0.26479224,-0.38378651,-0.92996519
0.90000000,3,body4,-1.16737789,-2.02195782,-0.44021447,0.16012156,0.27733868,-0.48238949
0.90500000,0,body1,0.03954586,0.06849544,-0.12136202,0.08002203,0.13860222,-0.31737781
0.90500000,1,body2,2.23558916,0.03349625,-0.87959626,-0.46574947,0.03726593,-0.92944949
0.90500000,2,body3,-1.08878598,1.95282513,-0.87959626,0.26514797,-0.38471791,-0.92944949
0.90500000,3,body4,-1.16657611,-2.02056909,-0.44262647,0.16059048,0.27815088,-0.48241211
0.91000000,0,body1,0.03994676,0.06918983,-0.12295395,0.08034054,0.13915391,-0.31939174
0.91000000,1,body2,2.23325797,0.03368218,-0.88424222,-0.46672475,0.03710809,-0.92893398
0.91000000,2,body3,-1.08745936,1.95089923,-0.88424222,0.26549893,-0.38564145,-0.92893399
0.91000000,3,body4,-1.16577199,-2.01917632,-0.44503859,0.16105555,0.27895640,-0.48243616
0.91500000,0,body1,0.04034926,0.06988697,-0.12455593,0.08065794,0.13970365,-0.32140205
0.91500000,1,body2,2.23092193,0.03386733,-0.88888560,-0.46769094,0.03695006,-0.92841867
0.91500000,2,body3,-1.08613100,1.94896873,-0.88888560,0.26584517,-0.38655721,-0.92841868
0.91500000,3,body4,-1.16496556,-2.01777954,-0.44745084,0.16151681,0.27975533,-0.48246163
0.92000000,0,body1,0.04075334,0.07058686,-0.12616796,0.08097421,0.14025145,-0.32340873
0.92000000,1,body2,2.22858108,0.03405168,-0.89352640,-0.46864813,0.03679185,-0.92790357
0.92000000,2,body3,-1.08480092,1.94703367,-0.89352640,0.26618674,-0.38746526,-0.92790357
0.92000000,3,body4,-1.16415683,-2.01637878,-0.44986321,0.16197428,0.28054769,-0.48248850
0.92500000,0,body1,0.04115900,0.07128948,-0.12779002,0.08128937,0.14079732,-0.32541180
0.92500000,1,body2,2.22623546,0.03423524,-0.89816463,-0.46959640,0.03663346,-0.92738867
0.92500000,2,body3,-1.08346914,1.94509409,-0.89816463,0.26652371,-0.38836568,-0.92738867
0.92500000,3,body4,-1.16334582,-2.01497407,-0.45227572,0.16242800,0.28133356,-0.48251676
0.93000000,0,body1,0.04156623,0.07199483,-0.12942207,0.08160342,0.14134127,-0.32741124
0.93000000,1,body2,2.22388513,0.03441802,-0.90280029,-0.47053584,0.03647492,-0.92687398
0.93000000,2,body3,-1.08213569,1.94315002,-0.90280029,0.26685612,-0.38925853,-0.92687398
0.93000000,3,body4,-1.16253256,-2.01356545,-0.45468838,0.16287801,0.28211298,-0.48254642
0.93500000,0,body1,0.04197503,0.07270289,-0.13106412,0.08191636,0.14188330,-0.32940706
0.93500000,1,body2,2.22153012,0.03459999,-0.90743337,-0.47146654,0.03631622,-0.92635951
0.93500000,2,body3,-1.08080058,1.94120151,-0.90743337,0.26718405,-0.39014389,-0.92635951
0.93500000,3,body4,-1.16171705,-2.01215295,-0.45710119,0.16332432,0.28288602,-0.48257745
0.94000000,0,body1,0.04238540,0.07341366,-0.13271614,0.08222821,0.14242343,-0.33139926
0.94000000,1,body2,2.21917048,0.03478118,-0.91206389,-0.47238860,0.03615740,-0.92584525
0.94000000,2,body3,-1.07946385,1.93924860,-0.91206389,0.26750753,-0.39102183,-0.92584526
0.94000000,3,body4,-1.16089932,-2.01073660,-0.45951416,0.16376697,0.28365272,-0.48260986
0.94500000,0,body1,0.04279731,0.07412712,-0.13437811,0.08253896,0.14296167,-0.33338784
0.94500000,1,body2,2.21680625,0.03496157,-0.91669183,-0.47330210,0.03599845,-0.92533122
0.94500000,2,body3,-1.07812552,1.93729131,-0.91669183,0.26782662,-0.39189242,-0.92533122
0.94500000,3,body4,-1.16007939,-2.00931644,-0.46192729,0.16420600,0.28441314,-0.48264363
0.95000000,0,body1,0.04321078,0.07484327,-0.13605001,0.08284861,0.14349801,-0.33537281
0.95000000,1,body2,2.21443747,0.03514116,-0.92131720,-0.47420712,0.03583939,-0.92481741
0.95000000,2,body3,-1.07678559,1.93532968,-0.92131720,0.26814138,-0.39275572,-0.92481742
0.95000000,3,body4,-1.15925727,-2.00789248,-0.46434060,0.16464143,0.28516733,-0.48267876
0.95500000,0,body1,0.04362580,0.07556210,-0.13773183,0.08315719,0.14403248,-0.33735417
0.95500000,1,body2,2.21206419,0.03531996,-0.92594000,-0.47510375,0.03568023,-0.92430384
0.95500000,2,body3,-1.07544411,1.93336376,-0.92594000,0.26845186,-0.39361181,-0.92430384
0.95500000,3,body4,-1.15843298,-2.00646477,-0.46675408,0.16507330,0.28591535,-0.48271524
0.96000000,0,body1,0.04404235,0.07628360,-0.13942355,0.08346468,0.14456507,-0.33933192
0.96000000,1,body2,2.20968645,0.03549796,-0.93056024,-0.47599208,0.03552097,-0.92379049
0.96000000,2,body3,-1.07410108,1.93139358,-0.93056024,0.26875810,-0.39446075,-0.92379049
0.96000000,3,body4,-1.15760654,-2.00503334,-0.46916775,0.16550163,0.28665724,-0.48275305
0.96500000,0,body1,0.04446044,0.07700775,-0.14112514,0.08377110,0.14509580,-0.34130608
0.96500000,1,body2,2.20730428,0.03567517,-0.93517791,-0.47687218,0.03536163,-0.92327738
0.96500000,2,body3,-1.07275654,1.92941917,-0.93517791,0.26906016,-0.39530260,-0.92327738
0.96500000,3,body4,-1.15677797,-2.00359821,-0.47158161,0.16592646,0.28739307,-0.48279220
0.97000000,0,body1,0.04488006,0.07773455,-0.14283660,0.08407644,0.14562468,-0.34327663
0.97000000,1,body2,2.20491774,0.03585158,-0.93979301,-0.47774413,0.03520222,-0.92276450
0.97000000,2,body3,-1.07141049,1.92744056,-0.93979301,0.26935809,-0.39613744,-0.92276451
0.97000000,3,body4,-1.15594728,-2.00215942,-0.47399568,0.16634782,0.28812288,-0.48283267
0.97500000,0,body1,0.04530121,0.07846399,-0.14455790,0.08438072,0.14615170,-0.34524360
0.97500000,1,body2,2.20252685,0.03602719,-0.94440555,-0.47860802,0.03504275,-0.92225187
0.97500000,2,body3,-1.07006296,1.92545780,-0.94440555,0.26965193,-0.39696533,-0.92225187
0.97500000,3,body4,-1.15511450,-2.00071699,-0.47640994,0.16676573,0.28884673,-0.48287447
0.98000000,0,body1,0.04572387,0.07919606,-0.14628903,0.08468394,0.14667689,-0.34720698
0.98000000,1,body2,2.20013167,0.03620201,-0.94901553,-0.47946393,0.03488322,-0.92173947
0.98000000,2,body3,-1.06871398,1.92347092,-0.94901553,0.26994172,-0.39778633,-0.92173947
0.98000000,3,body4,-1.15427963,-1.99927096,-0.47882442,0.16718023,0.28956466,-0.48291756
0.98500000,0,body1,0.04614804,0.07993076,-0.14802997,0.08498610,0.14720024,-0.34916679
0.98500000,1,body2,2.19773223,0.03637603,-0.95362295,-0.48031193,0.03472365,-0.92122732
0.98500000,2,body3,-1.06736355,1.92147995,-0.95362295,0.27022753,-0.39860051,-0.92122732
0.98500000,3,body4,-1.15344270,-1.99782135,-0.48123912,0.16759135,0.29027674,-0.48296197
0.99000000,0,body1,0.04657373,0.08066806,-0.14978069,0.08528720,0.14772176,-0.35112303
0.99000000,1,body2,2.19532856,0.03654924,-0.95822780,-0.48115210,0.03456404,-0.92071541
0.99000000,2,body3,-1.06601171,1.91948493,-0.95822781,0.27050939,-0.39940793,-0.92071541
0.99000000,3,body4,-1.15260372,-1.99636820,-0.48365404,0.16799911,0.29098301,-0.48300766
0.99500000,0,body1,0.04700091,0.08140797,-0.15154119,0.08558725,0.14824147,-0.35307571
0.99500000,1,body2,2.19292072,0.03672167,-0.96283010,-0.48198452,0.03440439,-0.92020375
0.99500000,2,body3,-1.06465846,1.91748588,-0.96283010,0.27078734,-0.40020864,-0.92020375
0.99500000,3,body4,-1.15176271,-1.99491153,-0.48606920,0.16840355,0.29168351,-0.48305464
1.00000000,0,body1,0.04742960,0.08215048,-0.15331145,0.08588626,0.14875936,-0.35502485
1.00000000,1,body2,2.19050873,0.03689329,-0.96742984,-0.48280926,0.03424473,-0.91969233
1.00000000,2,body3,-1.06330384,1.91548285,-0.96742984,0.27106144,-0.40100272,-0.91969234
1.00000000,3,body4,-1.15091969,-1.99345138,-0.48848459,0.16880470,0.29237832,-0.48310290
1.00500000,0,body1,0.04785978,0.08289556,-0.15509143,0.08618422,0.14927545,-0.35697044
1.00500000,1,body2,2.18809264,0.03706411,-0.97202703,-0.48362640,0.03408504,-0.91918117
1.00500000,2,body3,-1.06194786,1.91347587,-0.97202703,0.27133171,-0.40179023,-0.91918117
1.00500000,3,body4,-1.15007467,-1.99198776,-0.49090023,0.16920257,0.29306746,-0.48315244
1.01000000,0,body1,0.04829144,0.08364323,-0.15688114,0.08648114,0.14978974,-0.35891250
1.01000000,1,body2,2.18567248,0.03723414,-0.97662165,-0.48443601,0.03392535,-0.91867026
1.01000000,2,body3,-1.06059053,1.91146496,-0.97662166,0.27159822,-0.40257122,-0.91867026
1.01000000,3,body4,-1.14922767,-1.99052071,-0.49331612,0.16959721,0.29375100,-0.48320324
1.01500000,0,body1,0.04872458,0.08439346,-0.15868055,0.08677703,0.15030224,-0.36085104
1.01500000,1,body2,2.18324829,0.03740337,-0.98121373,-0.48523816,0.03376565,-0.91815959
1.01500000,2,body3,-1.05923188,1.90945017,-0.98121373,0.27186100,-0.40334575,-0.91815960
1.01500000,3,body4,-1.14837870,-1.98905026,-0.49573227,0.16998865,0.29442897,-0.48325529
1.02000000,0,body1,0.04915921,0.08514625,-0.16048965,0.08707189,0.15081295,-0.36278607
1.02000000,1,body2,2.18082011,0.03757180,-0.98580325,-0.48603292,0.03360596,-0.91764918
1.02000000,2,body3,-1.05787193,1.90743151,-0.98580325,0.27212008,-0.40411388,-0.91764919
1.02000000,3,body4,-1.14752779,-1.98757643,-0.49814867,0.17037690,0.29510144,-0.48330860
1.02500000,0,body1,0.04959530,0.08590158,-0.16230841,0.08736573,0.15132188,-0.36471760
1.02500000,1,body2,2.17838797,0.03773943,-0.99039022,-0.48682037,0.03344628,-0.91713902
1.02500000,2,body3,-1.05651068,1.90540904,-0.99039022,0.27237552,-0.40487567,-0.91713903
1.02500000,3,body4,-1.14667494,-1.98609925,-0.50056535,0.17076199,0.29576845,-0.48336315
1.03000000,0,body1,0.05003286,0.08665946,-0.16413682,0.08765854,0.15182904,-0.36664565
1.03000000,1,body2,2.17595192,0.03790626,-0.99497464,-0.48760058,0.03328661,-0.91662912
1.03000000,2,body3,-1.05514818,1.90338277,-0.99497464,0.27262734,-0.40563118,-0.91662912
1.03000000,3,body4,-1.14582017,-1.98461876,-0.50298231,0.17114397,0.29643005,-0.48341893
1.03500000,0,body1,0.05047189,0.08741987,-0.16597486,0.08795032,0.15233443,-0.36857022
1.03500000,1,body2,2.17351198,0.03807229,-0.99955651,-0.48837360,0.03312696,-0.91611947
1.03500000,2,body3,-1.05378442,1.90135274,-0.99955651,0.27287559,-0.40638047,-0.91611947
1.03500000,3,body4,-1.14496351,-1.98313496,-0.50539954,0.17152285,0.29708629,-0.48347595
1.04000000,0,body1,0.05091236,0.08818280,-0.16782251,0.08824110,0.15283806,-0.37049133
1.04000000,1,body2,2.17106820,0.03823753,-1.00413584,-0.48913952,0.03296734,-0.91561007
1.04000000,2,body3,-1.05241943,1.89931897,-1.00413584,0.27312032,-0.40712358,-0.91561008
1.04000000,3,body4,-1.14410495,-1.98164790,-0.50781707,0.17189866,0.29773721,-0.48353418
1.04500000,0,body1,0.05135429,0.08894825,-0.16967977,0.08853085,0.15333994,-0.37240899
1.04500000,1,body2,2.16862060,0.03840197,-1.00871261,-0.48989839,0.03280775,-0.91510093
1.04500000,2,body3,-1.05105322,1.89728151,-1.00871261,0.27336154,-0.40786058,-0.91510094
1.04500000,3,body4,-1.14324452,-1.98015760,-0.51023489,0.17227142,0.29838286,-0.48359364
1.05000000,0,body1,0.05179767,0.08971620,-0.17154660,0.08881960,0.15384007,-0.37432321
1.05000000,1,body2,2.16616922,0.03856561,-1.01328685,-0.49065029,0.03264819,-0.91459205
1.05000000,2,body3,-1.04968582,1.89524038,-1.01328685,0.27359931,-0.40859152,-0.91459205
1.05000000,3,body4,-1.14238224,-1.97866408,-0.51265301,0.17264118,0.29902329,-0.48365430
1.05500000,0,body1,0.05224249,0.09048665,-0.17342299,0.08910735,0.15433845,-0.37623401
1.05500000,1,body2,2.16371411,0.03872845,-1.01785853,-0.49139528,0.03248868,-0.91408341
1.05500000,2,body3,-1.04831723,1.89319560,-1.01785854,0.27383366,-0.40931646,-0.91408342
1.05500000,3,body4,-1.14151812,-1.97716738,-0.51507143,0.17300794,0.29965855,-0.48371616
1.06000000,0,body1,0.05268874,0.09125958,-0.17530893,0.08939408,0.15483510,-0.37814141
1.06000000,1,body2,2.16125528,0.03889049,-1.02242768,-0.49213341,0.03232921,-0.91357504
1.06000000,2,body3,-1.04694749,1.89114722,-1.02242768,0.27406462,-0.41003544,-0.91357504
1.06000000,3,body4,-1.14065217,-1.97566751,-0.51749017,0.17337175,0.30028868,-0.48377922
1.06500000,0,body1,0.05313643,0.09203500,-0.17720440,0.08967982,0.15533001,-0.38004540
1.06500000,1,body2,2.15879278,0.03905174,-1.02699428,-0.49286477,0.03216979,-0.91306691
1.06500000,2,body3,-1.04557659,1.88909526,-1.02699429,0.27429224,-0.41074852,-0.91306692
1.06500000,3,body4,-1.13978441,-1.97416450,-0.51990923,0.17373262,0.30091373,-0.48384347
1.07000000,0,body1,0.05358554,0.09281288,-0.17910938,0.08996456,0.15582320,-0.38194602
1.07000000,1,body2,2.15632664,0.03921219,-1.03155835,-0.49358940,0.03201042,-0.91255904
1.07000000,2,body3,-1.04420457,1.88703975,-1.03155835,0.27451654,-0.41145576,-0.91255905
1.07000000,3,body4,-1.13891485,-1.97265838,-0.52232861,0.17409058,0.30153374,-0.48390890
1.07500000,0,body1,0.05403607,0.09359322,-0.18102386,0.09024831,0.15631466,-0.38384327
1.07500000,1,body2,2.15385690,0.03937184,-1.03611988,-0.49430738,0.03185110,-0.91205143
1.07500000,2,body3,-1.04283143,1.88498071,-1.03611988,0.27473755,-0.41215720,-0.91205143
1.07500000,3,body4,-1.13804350,-1.97114917,-0.52474832,0.17444567,0.30214876,-0.48397550
1.08000000,0,body1,0.05448802,0.09437602,-0.18294781,0.09053106,0.15680440,-0.38573718
1.08000000,1,body2,2.15138358,0.03953070,-1.04067886,-0.49501875,0.03169185,-0.91154406
1.08000000,2,body3,-1.04145720,1.88291818,-1.04067887,0.27495533,-0.41285289,-0.91154407
1.08000000,3,body4,-1.13717039,-1.96963690,-0.52716836,0.17479790,0.30275884,-0.48404328
1.08500000,0,body1,0.05494138,0.09516127,-0.18488122,0.09081283,0.15729244,-0.38762775
1.08500000,1,body2,2.14890672,0.03968876,-1.04523532,-0.49572359,0.03153266,-0.91103695
1.08500000,2,body3,-1.04008188,1.88085219,-1.04523532,0.27516988,-0.41354290,-0.91103696
1.08500000,3,body4,-1.13629553,-1.96812159,-0.52958875,0.17514729,0.30336402,-0.48411222
1.09000000,0,body1,0.05539615,0.09594894,-0.18682408,0.09109361,0.15777876,-0.38951499
1.09000000,1,body2,2.14642636,0.03984603,-1.04978923,-0.49642195,0.03137354,-0.91053009
1.09000000,2,body3,-1.03870551,1.87878276,-1.04978924,0.27538126,-0.41422725,-0.91053010
1.09000000,3,body4,-1.13541893,-1.96660326,-0.53200949,0.17549389,0.30396434,-0.48418231
1.09500000,0,body1,0.05585232,0.09673905,-0.18877637,0.09137340,0.15826338,-0.39139894
1.09500000,1,body2,2.14394251,0.04000250,-1.05434062,-0.49711389,0.03121448,-0.91002348
1.09500000,2,body3,-1.03732808,1.87670993,-1.05434062,0.27558948,-0.41490602,-0.91002349
1.09500000,3,body4,-1.13454060,-1.96508195,-0.53443058,0.17583771,0.30455984,-0.48425356
1.10000000,0,body1,0.05630988,0.09753158,-0.19073806,0.09165222,0.15874630,-0.39327960
1.10000000,1,body2,2.14145523,0.04015817,-1.05888947,-0.49779947,0.03105550,-0.90951712
1.10000000,2,body3,-1.03594962,1.87463371,-1.05888947,0.27579459,-0.41557924,-0.90951713
1.10000000,3,body4,-1.13366055,-1.96355767,-0.53685203,0.17617877,0.30515058,-0.48432595
1.10500000,0,body1,0.05676884,0.09832651,-0.19270916,0.09193005,0.15922753,-0.39515699
1.10500000,1,body2,2.13896453,0.04031305,-1.06343579,-0.49847874,0.03089660,-0.90901101
1.10500000,2,body3,-1.03457014,1.87255415,-1.06343579,0.27599661,-0.41624696,-0.90901101
1.10500000,3,body4,-1.13277881,-1.96203045,-0.53927384,0.17651710,0.30573659,-0.48439948
1.11000000,0,body1,0.05722918,0.09912385,-0.19468963,0.09220691,0.15970706,-0.39703113
1.11000000,1,body2,2.13647045,0.04046714,-1.06797958,-0.49915177,0.03073777,-0.90850515
1.11000000,2,body3,-1.03318965,1.87047125,-1.06797958,0.27619558,-0.41690923,-0.90850515
1.11000000,3,body4,-1.13189539,-1.96050032,-0.54169602,0.17685273,0.30631792,-0.48447414
1.11500000,0,body1,0.05769090,0.09992358,-0.19667946,0.09248280,0.16018491,-0.39890202
1.11500000,1,body2,2.13397302,0.04062043,-1.07252084,-0.49981860,0.03057903,-0.90799953
1.11500000,2,body3,-1.03180819,1.86838506,-1.07252084,0.27639151,-0.41756609,-0.90799953
1.11500000,3,body4,-1.13101029,-1.95896728,-0.54411858,0.17718568,0.30689461,-0.48454993
1.12000000,0,body1,0.05815401,0.10072569,-0.19867864,0.09275772,0.16066108,-0.40076970
1.12000000,1,body2,2.13147228,0.04077293,-1.07705958,-0.50047929,0.03042036,-0.90749415
1.12000000,2,body3,-1.03042574,1.86629560,-1.07705958,0.27658445,-0.41821760,-0.90749416
1.12000000,3,body4,-1.13012353,-1.95743138,-0.54654152,0.17751598,0.30746670,-0.48462684
1.12500000,0,body1,0.05861848,0.10153019,-0.20068716,0.09303166,0.16113557,-0.40263418
1.12500000,1,body2,2.12896824,0.04092463,-1.08159578,-0.50113390,0.03026178,-0.90698902
1.12500000,2,body3,-1.02904235,1.86420290,-1.08159579,0.27677443,-0.41886380,-0.90698903
1.12500000,3,body4,-1.12923513,-1.95589262,-0.54896485,0.17784364,0.30803423,-0.48470486
1.13000000,0,body1,0.05908432,0.10233705,-0.20270498,0.09330464,0.16160839,-0.40449547
1.13000000,1,body2,2.12646095,0.04107555,-1.08612947,-0.50178248,0.03010329,-0.90648413
1.13000000,2,body3,-1.02765800,1.86210697,-1.08612947,0.27696146,-0.41950473,-0.90648414
1.13000000,3,body4,-1.12834510,-1.95435104,-0.55138857,0.17816870,0.30859725,-0.48478399
